Zona de planificacion;Distrito;Distrito MIES;Provincia;id_provincia;Canton;id_canton;Parroquia;id_parroquia;Región;Servicio;Modalidad;Modalidad_1;Tipo gestion_ua;Fuente financiamiento_ua;Tipo administracion_ua;Cooperante;Hombre;"Mujer
(excluye mujeres gestantes)";"Total
(excluye mujeres gestantes)";Total general (incluye mujeres gestantes);1_0 - 3 primera infancia Hombre;1_0 - 3 primera infancia Mujer;2_4 - 5 primera infancia Hombre;2_4 - 5 primera infancia Mujer;3_6 - 11 segunda infancia Hombre;3_6 - 11 segunda infancia Mujer;4_12 - 14 adolescencia Hombre;4_12 - 14 adolescencia Mujer;5_15 - 17 adolescencia Hombre;5_15 - 17 adolescencia Mujer;6_18 - 29 juventud Hombre;6_18 - 29 juventud Mujer;7_30 - 64 adultez Hombre;7_30 - 64 adultez Mujer;8_65 y más adulta mayor Hombre;8_65 y más adulta mayor Mujer;Afroecuatoriano Hombre;Afroecuatoriano Mujer;Indígena Hombre;Indígena Mujer;Mestizo Hombre;Mestizo Mujer;Montuvio Hombre;Montuvio Mujer;Blanco Hombre;Blanco Mujer;Otro Hombre;Otro Mujer;Sin discapacidad Hombre ;Sin discapacidad Mujer;Con discapacidad Hombre;Con discapacidad Mujer;Con discapacidad Total;Discapacidad auditiva Hombre;Discapacidad auditiva Mujer;Discapacidad física Hombre;Discapacidad física Mujer;Discapacidad intelectual Hombre;Discapacidad intelectual Mujer;Discapacidad lenguaje Hombre;Discapacidad lenguaje Mujer;Discapacidad mental Hombre;Discapacidad mental Mujer;Discapacidad psicologico Hombre;Discapacidad psicologico Mujer;Discapacidad psicosocial Hombre;Discapacidad psicosocial Mujer;Discapacidad visual Hombre;Discapacidad visual Mujer;Discapacidad ninguna Hombre;Discapacidad ninguna Mujer;Capacidad máxima;*Area urbana rural;Asistencia promedio;Asistencia NT;DII_01_menor_6_m_Hombre;DII_01_menor_6_m_Mujer;DII_02_6a9_m_Hombre;DII_02_6a9_m_Mujer;DII_03_10a11_m_Hombre;DII_03_10a11_m_Mujer;DII_04_12a18_m_Hombre;DII_04_12a18_m_Mujer;DII_05_19a24_m_Hombre;DII_05_19a24_m_Mujer;DII_06_25a36_m_Hombre;DII_06_25a36_m_Mujer;DII_07_mayor_36_m_Hombre;DII_07_mayor_36_m_Mujer;Modalidad nueva;Modalidad nueva2;Ecuatoriano;Extranjero;Tiene_RS_SI_METRICA2018;Tiene_RS_NO_METRICA2018;EXTREMA_POBREZA_METRICA2018;POBRE_METRICA2018;NO_POBRE_METRICA2018;Tipo gasto;embarazada_SI;G3_6a11_segunda_infancia;G4_12a14_adolescencia;G5_15a17_adolescencia;G6_18a29_juventud;G7_30a64_adultez;G8_65_mas_adulta_mayor;dias_asistencia_embarazada;base_ninos;extremo_vulnerable_dii;vulnerable_dii;no_vulnerable_dii;Ficha_levantada_dii;base_embarazadas;extremo_vulnerable_embz;vulnerable_embz;no_vulnerable_embz;Ficha_levantada_embz;base_pam;vulnerabilidad_alta_pam;vulnerabilidad_media_pam;vulnerabilidad_baja_pam;Ficha_levantada_pam_Diurno_Activo_Domiciar;Ficha_levantada_pam_Residencial;base_pcd;vulnerabilidad_alta_pcd;vulnerabilidad_media_pcd;vulnerabilidad_baja_pcd;Ficha_levantada_Personas_con_Discapacidad;Sin asistencia;Tipo;servicio1;tipo_gestion_ua_o;Afganistán;Alemania;Alemania_República_Democrática;Antigua_y_Barbuda;Apátrida;Argelia;Argentina;Australia;Bahamas;Barbados;Bélgica;Bermudas;Bolivia;Brasil;Caimán_Islas;Canadá;Checa_República_Checoslovaquia;Chile;China_República_Popular_Pekin;Colombia;Corea_del_Sur_República_de;Costa_Rica;Cuba;Curazao_Isla;Dominicana_República;Egipto;El_Salvador;España;Estados_Unidos;Francia;Granada;Groenlandia;Guatemala;Guinea;Guinea_Bissau;Haití;Honduras;India;Irán_República_Islámica_de;Israel;Italia;Jamaica;Liechtestein;Marruecos;Martinica;Mexico;Nicaragua;Otras_naciones_de_Africa;Otras_naciones_de_America;Otras_Naciones_de_Europa;Panamá;Paraguay;Perú;Rwanda;Reino_Unido_Escocia_Gran_Bretaña_Inglaterra;Sudafrica_Ciskei;Surinam;Territorio_Británico_del_Oceáno_Índico;Ucrania;Uganda;Uruguay;Venezuela;Yemen;Sin_Especificar;SNAI_Si;SNAI_No;dias_asistencia_sum;DII_cobert_asist
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;LUIS TELLO  (LAS PALMAS);080104;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;16;37;45;21;16;;;;;;;;;;6;;2;;;;;;;19;23;;;2;1;;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;;;1;;2;1;7;2;3;4;7;3;1;6;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;44;1;12;31;1;corriente;8;;;;6;2;;3,63;18;;18;;18;2;;2;;2;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;164;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;LUIS TELLO  (LAS PALMAS);080104;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;19;18;37;45;19;18;;;;;;;;1;;5;;2;;;2;2;;;17;23;;;;1;;;19;26;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;2;3;2;3;;;4;3;6;2;5;7;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;43;2;6;36;1;corriente;8;;;1;5;2;;3,63;9;;9;;9;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;157;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;LUIS TELLO  (LAS PALMAS);080104;Costa;PERSONAS ADULTOS MAYORES - PEJ;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;28;42;70;70;;;;;;;;;;;;;;;28;42;14;28;;1;14;13;;;;;;;21;34;7;8;15;;1;5;3;;;;;;;;;;2;2;2;;;70;Urbano;17;20;;;;;;;;;;;;;;;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;70;;65;5;7;25;33;corriente;;;;;;;;;;;;;;;;;;;15;3;4;8;15;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1206;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;LUIS TELLO  (LAS PALMAS);080104;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;9;10;19;19;;;;;;;;;;;;;;;9;10;7;7;;;1;3;;;1;;;;;;9;10;19;;;5;8;;;;;;;;;1;;3;2;;;20;Urbano;4;4;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA-PERSONAS CON DISCAPACIDAD_PAM;5.- DOMICILIAR PcD PAM;18;1;17;2;;9;8;corriente;;;;;;;;;;;;;;;;;;;4;2;2;;4;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;21;15;36;36;21;15;;;;;;;;;;;;;;;12;8;;;9;7;;;;;;;21;15;;;;;;;;;;;;;;;;;;;;;;36;Urbano;21;20;;;;;;;2;2;7;6;11;6;1;1;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;30;6;8;13;9;corriente;;;;;;;;;16;;16;;16;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;756;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;19;17;36;36;19;17;;;;;;;;;;;;;;;9;8;;;8;5;2;2;;1;;1;19;17;;;;;;;;;;;;;;;;;;;;;;36;Urbano;20;20;;;;;;;;2;5;5;12;7;2;3;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;30;6;15;10;5;corriente;;;;;;;;;12;;12;;12;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;729;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;11;19;30;30;;;;;;;;;;;3;2;8;17;;;8;12;;;3;7;;;;;;;;;11;19;30;3;2;5;5;1;8;;1;;;;;;;2;3;;;30;Urbano;1;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;30;;12;17;1;corriente;;;;;;;;;;;;;;;;;;;;;;;;;23;21;2;;23;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;29;16;45;45;29;16;;;;;;;;;;;;;;;7;3;;;15;10;1;;;1;6;2;29;16;;;;;;;;;;;;;;;;;;;;;;45;Urbano;20;20;;;;;;;6;1;6;1;17;14;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;45;;30;15;4;12;14;corriente;;;;;;;;;25;;23;2;25;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;889;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;PERSONAS ADULTOS MAYORES - PEJ;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;35;35;70;70;;;;;;;;;;;;;;;35;35;14;17;;;20;18;;;;;1;;27;33;8;2;10;1;1;3;1;;;;;;;;;;;4;;;;70;Urbano;20;20;;;;;;;;;;;;;;;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;69;1;64;6;7;30;27;corriente;;;;;;;;;;;;;;;;;;;12;3;6;3;12;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1380;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;29;16;45;45;29;16;;;;;;;;;;;;;;;9;;;;17;16;;;2;;1;;29;16;;;;;;;;;;;;;;;;;;;;;;45;Urbano;19;20;;;;;;;3;4;7;3;18;8;1;1;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;45;;40;5;12;19;9;corriente;;;;;;;;;13;;12;1;13;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;854;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;14;13;27;27;14;13;;;;;;;;;;;;;;;5;3;;;9;10;;;;;;;14;13;;;;;;;;;;;;;;;;;;;;;;27;Urbano;18;20;;;;;;;1;2;4;3;9;8;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;26;1;12;7;7;corriente;;;;;;;;;7;;7;;7;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;495;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;19;17;36;36;19;17;;;;;;;;;;;;;;;6;6;;;13;11;;;;;;;19;17;;;;;;;;;;;;;;;;;;;;;;36;Urbano;19;20;;;;;;;1;;5;5;13;12;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;33;3;29;7;7;16;6;corriente;;;;;;;;;8;;8;;8;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;35;684;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;19;40;45;21;19;;;;;;;;;;4;;1;;;5;9;;;15;15;;;;;1;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2;4;1;1;;3;1;2;3;4;1;2;9;2;6;5;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;36;9;10;25;1;corriente;5;;;;4;1;;1,80;14;;13;1;14;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;43;98;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;23;20;43;45;23;20;;;;;;;;;;2;;;;;12;7;;;11;15;;;;;;;23;22;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;3;2;3;1;;1;8;5;2;6;7;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;18;27;;corriente;2;;;;2;;;4,00;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;42;161;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;20;23;43;45;20;23;;;;;;;;;;1;;1;;;19;20;;;1;3;;;;1;;1;20;25;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;1;5;4;2;4;;7;4;2;6;2;6;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;44;1;19;25;;corriente;2;;;;1;1;;3,00;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;166;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;14;29;43;45;14;29;;;;;;;;1;;1;;;;;13;29;;;;2;;;;;1;;14;31;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;4;6;2;4;;1;3;3;2;5;3;10;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;42;3;18;24;;corriente;2;;;1;1;;;4,00;2;;2;;2;1;;;1;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;167;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;20;38;45;18;20;;;;;;;;;;4;;3;;;7;16;;;2;6;;;9;4;;1;18;27;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;4;1;1;3;1;3;5;3;;1;7;9;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;43;2;15;26;2;corriente;7;;;;4;3;;4,00;1;;1;;1;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;175;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;23;17;40;45;23;17;;;;;;;;;;4;;1;;;4;4;;;17;18;;;;;2;;23;22;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;4;4;6;;4;1;3;5;4;2;2;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;43;2;20;23;;corriente;5;;;;4;1;;2,20;;;;;;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;43;119;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;19;40;45;21;19;;;;;;;;;;4;;1;;;;1;;1;21;22;;;;;;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;4;2;2;4;2;1;5;3;1;3;7;5;;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;26;19;;corriente;5;;;;4;1;;3,00;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;146;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;23;19;42;45;23;19;;;;;;;;;;2;;1;;;;1;;;23;21;;;;;;;23;22;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;3;1;3;3;1;2;7;4;6;4;3;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;42;3;18;22;2;corriente;3;;;;2;1;;3,33;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;162;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;14;26;40;45;14;26;;;;;;;;3;;1;;1;;;11;24;;;2;5;;;;;1;2;14;30;;1;1;;;;;;;;;;;;;;;;1;;;45;Urbano;1;4;2;4;2;;;2;2;6;3;6;4;7;1;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;23;21;1;corriente;5;;;3;1;1;;0,60;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;46;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;22;40;40;;;;;;;;;;;;;;;18;22;13;17;;;1;4;2;1;;;2;;18;20;;2;2;;;;1;;1;;;;;;;;;;;;;40;Urbano;2;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;40;;40;;4;19;17;inversion;;;;;;;;;;;;;;;;;;;10;3;2;5;10;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;SIMÓN PLATA TORRES;080105;Costa;PROTECCION ESPECIAL;APOYO FAMILIAR Y CUSTODIA FAMILIAR;6.- CUSTODIA;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;14;16;30;30;;1;2;4;7;5;2;4;2;2;1;;;;;;5;4;;;8;12;;;1;;;;14;16;;;;;;;;;;;;;;;;;;;;;;30;Urbano;2;;;;;;;;;;;;;;;;APOYO FAMILIAR Y CUSTODIA FAMILIAR;6.- CUSTODIA;30;;25;5;4;20;1;inversion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;PROTECCION ESPECIAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;63;
